IterationNo,Temperature, Moves, CurrentCost, DeltaCost
3941,19344.523438,495.200000,663415.878142,683.844466
3942,19344.523438,495.200000,664099.722608,1452.869266
3943,19344.523438,495.200000,665552.591874,0.000000
3944,19344.523438,495.200000,665552.591874,0.000000
3945,19344.523438,485.200000,665552.591874,0.000000
3947,19344.523438,475.200000,665552.591874,0.000000
3948,19344.523438,465.200000,665552.591874,-4283.338875
3949,19344.523438,475.200000,661269.252999,-3149.367288
3950,19344.523438,485.200000,658119.885712,-5032.232240
3951,19344.523438,495.200000,653087.653471,232.870153
3952,19344.523438,495.200000,653320.523625,0.000000
3953,19344.523438,485.200000,653320.523625,0.000000
3954,19344.523438,475.200000,653320.523625,21606.231867
3955,19344.523438,475.200000,674926.755492,-217.920444
3956,19344.523438,485.200000,674708.835048,500.025257
3958,19344.523438,485.200000,675208.860306,0.000000
3960,19344.523438,475.200000,675208.860306,0.000000
3963,19344.523438,465.200000,675208.860306,-324.035463
3964,19344.523438,475.200000,674884.824843,3405.536297
3965,19344.523438,475.200000,678290.361139,2590.933298
3966,19344.523438,475.200000,680881.294438,643.817227
3967,19344.523438,475.200000,681525.111664,-527.685470
3968,19344.523438,485.200000,680997.426194,0.000000
3969,19344.523438,475.200000,680997.426194,1855.389071
3970,19344.523438,475.200000,682852.815265,-482.046091
3971,19344.523438,485.200000,682370.769174,0.000000
3972,19344.523438,475.200000,682370.769174,2516.900252
3973,19344.523438,475.200000,684887.669426,527.685470
3974,19344.523438,475.200000,685415.354896,-1514.835025
3975,19344.523438,485.200000,683900.519872,503.610954
3976,19344.523438,485.200000,684404.130826,0.000000
3978,19344.523438,475.200000,684404.130826,0.000000
3979,19344.523438,465.200000,684404.130826,-1193.408625
3980,19344.523438,475.200000,683210.722201,3698.864520
3981,19344.523438,475.200000,686909.586722,-28062.128565
3982,19344.523438,485.200000,658847.458157,848.294835
3983,19344.523438,485.200000,659695.752992,-22229.747384
3984,19344.523438,495.200000,637466.005608,0.000000
3985,19344.523438,485.200000,637466.005608,0.000000
3986,19344.523438,475.200000,637466.005608,0.000000
3988,19344.523438,465.200000,637466.005608,0.000000
3989,19344.523438,455.200000,637466.005608,5396.985090
3990,19344.523438,455.200000,642862.990698,-10756.401861
3991,19344.523438,465.200000,632106.588836,2234.042382
3993,19344.523438,465.200000,634340.631218,0.000000
3994,19344.523438,455.200000,634340.631218,-4546.880133
3996,19344.523438,465.200000,629793.751085,4725.929884
3997,19344.523438,465.200000,634519.680970,3409.860522
3998,19344.523438,465.200000,637929.541492,-4201.114118
3999,19344.523438,475.200000,633728.427374,-5517.711999
4000,19344.523438,485.200000,628210.715375,-3531.369904
4001,19344.523438,495.200000,624679.345471,0.000000
4002,19344.523438,485.200000,624679.345471,10596.466120
4003,19344.523438,485.200000,635275.811591,0.000000
4004,19344.523438,475.200000,635275.811591,0.000000
4005,19344.523438,465.200000,635275.811591,-3169.959701
4006,19344.523438,475.200000,632105.851890,-2057.794594
4007,19344.523438,485.200000,630048.057296,0.000000
4008,19344.523438,475.200000,630048.057296,0.000000
4009,19344.523438,465.200000,630048.057296,2971.015298
4010,19344.523438,465.200000,633019.072594,-792.724317
4011,19344.523438,475.200000,632226.348276,0.000000
4012,19344.523438,465.200000,632226.348276,-1767.645243
4013,19344.523438,475.200000,630458.703033,-29400.109790
4015,19344.523438,485.200000,601058.593243,-994.957650
4016,19344.523438,495.200000,600063.635593,0.000000
4017,19344.523438,485.200000,600063.635593,0.000000
4018,19344.523438,475.200000,600063.635593,-1898.374814
4019,19344.523438,485.200000,598165.260779,-4708.880017
4021,19344.523438,495.200000,593456.380762,-11851.646884
4022,19344.523438,505.200000,581604.733879,1053.505288
4024,19344.523438,505.200000,582658.239167,0.000000
4027,19344.523438,495.200000,582658.239167,0.000000
4028,19344.523438,485.200000,582658.239167,0.000000
4029,19344.523438,475.200000,582658.239167,-2328.706468
4030,19344.523438,485.200000,580329.532698,0.000000
4031,19344.523438,475.200000,580329.532698,-3618.612233
4033,19344.523438,485.200000,576710.920465,1787.522997
4034,19344.523438,485.200000,578498.443463,-5846.429802
4035,19344.523438,495.200000,572652.013660,0.000000
4036,19344.523438,485.200000,572652.013660,0.000000
4037,19344.523438,475.200000,572652.013660,3928.668212
4038,19344.523438,475.200000,576580.681873,-2393.171563
4039,19344.523438,485.200000,574187.510309,3434.283816
4040,19344.523438,485.200000,577621.794125,-1772.878700
4041,19344.523438,495.200000,575848.915426,912.895169
4042,19344.523438,495.200000,576761.810594,0.000000
4043,19344.523438,485.200000,576761.810594,3895.886225
4044,19344.523438,485.200000,580657.696820,533.569683
4045,19344.523438,485.200000,581191.266503,0.000000
4046,19344.523438,475.200000,581191.266503,13689.026183
4047,19344.523438,475.200000,594880.292686,-4397.164644
4048,19344.523438,485.200000,590483.128042,902.668827
4049,19344.523438,485.200000,591385.796869,0.000000
4051,19344.523438,475.200000,591385.796869,0.000000
4052,19344.523438,465.200000,591385.796869,669.210800
4053,19344.523438,465.200000,592055.007669,3312.395701
4054,19344.523438,465.200000,595367.403370,0.000000
4055,19344.523438,455.200000,595367.403370,0.000000
4057,19344.523438,445.200000,595367.403370,3284.592670
4058,19344.523438,445.200000,598651.996040,0.000000
4060,19344.523438,435.200000,598651.996040,275.547869
4061,19344.523438,435.200000,598927.543909,-8379.044053
4062,19344.523438,445.200000,590548.499855,-3444.204826
4063,19344.523438,455.200000,587104.295030,1464.107248
4064,19344.523438,455.200000,588568.402278,0.000000
4065,19344.523438,445.200000,588568.402278,1734.982939
4067,19344.523438,445.200000,590303.385217,0.000000
4068,19344.523438,435.200000,590303.385217,-839.397040
4069,19344.523438,445.200000,589463.988177,463.825302
4070,19344.523438,445.200000,589927.813479,3158.245382
4072,19344.523438,445.200000,593086.058861,2097.492096
4073,19344.523438,445.200000,595183.550957,-2194.576806
4074,19344.523438,455.200000,592988.974151,31222.427621
4075,19344.523438,455.200000,624211.401772,-885.635609
4076,19344.523438,465.200000,623325.766163,0.000000
4077,19344.523438,455.200000,623325.766163,-3472.864168
4078,19344.523438,465.200000,619852.901995,717.576740
4079,19344.523438,465.200000,620570.478735,-4993.003649
4080,19344.523438,475.200000,615577.475086,-384.416228
4081,19344.523438,485.200000,615193.058858,7341.339425
4082,19344.523438,485.200000,622534.398283,0.000000
4083,19344.523438,475.200000,622534.398283,-2950.366070
4086,19344.523438,485.200000,619584.032213,0.000000
4087,19344.523438,475.200000,619584.032213,233.975166
4089,19344.523438,475.200000,619818.007379,4867.322541
4090,19344.523438,475.200000,624685.329920,0.000000
4091,19344.523438,465.200000,624685.329920,0.000000
4092,19344.523438,455.200000,624685.329920,2896.371794
4093,19344.523438,455.200000,627581.701714,-1921.856764
4094,19344.523438,465.200000,625659.844949,2185.108898
4095,19344.523438,465.200000,627844.953847,-1642.671126
4096,19344.523438,475.200000,626202.282721,-3028.468338
4097,19344.523438,485.200000,623173.814383,-32216.695919
4098,19344.523438,495.200000,590957.118464,-445.005800
4099,19344.523438,505.200000,590512.112664,0.000000
4102,19344.523438,495.200000,590512.112664,-4814.059937
4103,19344.523438,505.200000,585698.052726,0.000000
4104,19344.523438,495.200000,585698.052726,0.000000
4106,19344.523438,485.200000,585698.052726,9061.411330
4108,19344.523438,485.200000,594759.464056,2419.510373
4109,19344.523438,485.200000,597178.974428,1424.266127
4111,19344.523438,485.200000,598603.240556,0.000000
4112,19344.523438,475.200000,598603.240556,0.000000
4115,19344.523438,465.200000,598603.240556,0.000000
4116,19344.523438,455.200000,598603.240556,-3383.088385
4117,19344.523438,465.200000,595220.152171,722.595940
4118,19344.523438,465.200000,595942.748110,2468.542688
4120,19344.523438,465.200000,598411.290798,0.000000
4121,19344.523438,455.200000,598411.290798,-4651.582120
4123,19344.523438,465.200000,593759.708678,0.000000
4124,19344.523438,455.200000,593759.708678,-905.870754
4125,19344.523438,465.200000,592853.837924,-1965.812196
4126,19344.523438,475.200000,590888.025728,5373.770776
4127,19344.523438,475.200000,596261.796505,0.000000
4128,19344.523438,465.200000,596261.796505,970.228276
4129,19344.523438,465.200000,597232.024780,-141.072323
4130,19344.523438,475.200000,597090.952458,0.000000
4131,19344.523438,465.200000,597090.952458,477.897315
4132,19344.523438,465.200000,597568.849773,-3048.424494
4133,19344.523438,475.200000,594520.425279,-1400.526170
4134,19344.523438,485.200000,593119.899109,1114.047777
4135,19344.523438,485.200000,594233.946886,0.000000
4136,19344.523438,475.200000,594233.946886,0.000000
4137,19344.523438,465.200000,594233.946886,3391.113019
4138,19344.523438,465.200000,597625.059905,1650.413226
4139,19344.523438,465.200000,599275.473131,-2742.721694
4140,19344.523438,475.200000,596532.751437,-200.908081
4141,19344.523438,485.200000,596331.843357,0.000000
4142,19344.523438,475.200000,596331.843357,357.319934
4143,19344.523438,475.200000,596689.163290,0.000000
4145,19344.523438,465.200000,596689.163290,77.075868
4146,19344.523438,465.200000,596766.239158,254.313322
4148,19344.523438,465.200000,597020.552480,2184.632401
4150,19344.523438,465.200000,599205.184881,1975.624691
4151,19344.523438,465.200000,601180.809572,-3582.864790
4152,19344.523438,475.200000,597597.944782,1391.566985
4153,19344.523438,475.200000,598989.511766,7173.524780
4154,19344.523438,475.200000,606163.036547,-2906.258904
4155,19344.523438,485.200000,603256.777643,-2255.326092
4156,19344.523438,495.200000,601001.451551,3329.537854
4157,19344.523438,495.200000,604330.989405,8359.367294
4158,19344.523438,495.200000,612690.356699,81.155261
4159,19344.523438,495.200000,612771.511959,1579.911064
4160,19344.523438,495.200000,614351.423023,-2909.867850
4161,19344.523438,505.200000,611441.555173,1156.830369
4164,19344.523438,505.200000,612598.385542,0.000000
4165,19344.523438,495.200000,612598.385542,-3121.190823
4166,19344.523438,505.200000,609477.194719,-2536.051064
4167,19344.523438,515.200000,606941.143655,-381.210416
4170,19344.523438,525.200000,606559.933239,0.000000
4171,19344.523438,515.200000,606559.933239,446.073945
4173,19344.523438,515.200000,607006.007184,-104.968675
4174,19344.523438,525.200000,606901.038509,-547.403287
4176,19344.523438,535.200000,606353.635222,1363.189448
4177,19344.523438,535.200000,607716.824670,0.000000
4178,19344.523438,525.200000,607716.824670,4878.256107
4179,19344.523438,525.200000,612595.080777,0.000000
4180,19344.523438,515.200000,612595.080777,0.000000
4181,19344.523438,505.200000,612595.080777,-22651.734182
4182,19344.523438,515.200000,589943.346596,0.000000
4183,19344.523438,505.200000,589943.346596,0.000000
4184,19344.523438,495.200000,589943.346596,-412.941187
4185,19344.523438,505.200000,589530.405409,0.000000
4186,19344.523438,495.200000,589530.405409,0.000000
4187,19344.523438,485.200000,589530.405409,0.000000
4188,19344.523438,475.200000,589530.405409,-1498.524729
4189,19344.523438,485.200000,588031.880680,981.119258
4190,19344.523438,485.200000,589012.999938,42426.925687
4193,19344.523438,485.200000,631439.925625,-3867.465158
4194,19344.523438,495.200000,627572.460467,-689.031753
4195,19344.523438,505.200000,626883.428714,-95.484269
4197,19344.523438,515.200000,626787.944445,22.370604
4198,19344.523438,515.200000,626810.315049,0.000000
4199,19344.523438,505.200000,626810.315049,-4238.073332
4201,19344.523438,515.200000,622572.241718,1629.640376
4202,19344.523438,515.200000,624201.882094,1215.896703
4203,19344.523438,515.200000,625417.778796,0.000000
4205,19344.523438,505.200000,625417.778796,-1105.079890
4207,19344.523438,515.200000,624312.698906,-3561.724159
4208,19344.523438,525.200000,620750.974747,-1034.300892
4209,19344.523438,535.200000,619716.673855,11885.256317
4210,19344.523438,535.200000,631601.930172,529.828229
4212,19344.523438,535.200000,632131.758402,0.000000
4213,19344.523438,525.200000,632131.758402,0.000000
4214,19344.523438,515.200000,632131.758402,265.398432
4215,19344.523438,515.200000,632397.156834,32530.319210
4216,19344.523438,515.200000,664927.476044,0.000000
4217,19344.523438,505.200000,664927.476044,-510.524509
4218,19344.523438,515.200000,664416.951535,1187.059322
4220,19344.523438,515.200000,665604.010857,3436.630949
4221,19344.523438,515.200000,669040.641807,-37.193022
4222,19344.523438,525.200000,669003.448784,756.267403
4223,19344.523438,525.200000,669759.716187,0.000000
4225,19344.523438,515.200000,669759.716187,-5480.964618
4226,19344.523438,525.200000,664278.751569,-630.057307
4227,19344.523438,535.200000,663648.694261,-2737.811761
4228,19344.523438,545.200000,660910.882500,1902.062820
4229,19344.523438,545.200000,662812.945320,2037.429801
4230,19344.523438,545.200000,664850.375121,-1968.074182
4231,19344.523438,555.200000,662882.300938,1075.499128
4232,19344.523438,555.200000,663957.800066,0.000000
4233,19344.523438,545.200000,663957.800066,0.000000
4234,19344.523438,535.200000,663957.800066,0.000000
4235,19344.523438,525.200000,663957.800066,1099.189348
4237,19344.523438,525.200000,665056.989415,7995.144991
4238,19344.523438,525.200000,673052.134405,-8749.835996
4239,19344.523438,535.200000,664302.298409,0.000000
4240,19344.523438,525.200000,664302.298409,1685.459397
4241,19344.523438,525.200000,665987.757806,-1096.568386
4242,19344.523438,535.200000,664891.189420,0.000000
4243,19344.523438,525.200000,664891.189420,0.000000
4244,19344.523438,515.200000,664891.189420,1765.793961
4245,19344.523438,515.200000,666656.983381,-35115.966302
4247,19344.523438,525.200000,631541.017079,2230.718219
4248,19344.523438,525.200000,633771.735298,-3417.223750
4249,19344.523438,535.200000,630354.511548,183.170855
4250,19344.523438,535.200000,630537.682403,0.000000
4252,19344.523438,525.200000,630537.682403,-627.820187
4253,19344.523438,535.200000,629909.862215,-1891.240621
4254,19344.523438,545.200000,628018.621594,0.000000
4255,19344.523438,535.200000,628018.621594,680.234787
4256,19344.523438,535.200000,628698.856382,-2004.750936
4257,19344.523438,545.200000,626694.105446,0.000000
4259,19344.523438,535.200000,626694.105446,0.000000
4260,19344.523438,525.200000,626694.105446,785.694442
4261,19344.523438,525.200000,627479.799887,294.249381
4262,19344.523438,525.200000,627774.049268,-4897.298945
4263,19344.523438,535.200000,622876.750324,-2297.256716
4264,19344.523438,545.200000,620579.493608,0.000000
4265,19344.523438,535.200000,620579.493608,688.017964
4266,19344.523438,535.200000,621267.511571,-757.276660
4267,19344.523438,545.200000,620510.234911,3520.481233
4268,19344.523438,545.200000,624030.716144,-1381.258598
4269,19344.523438,555.200000,622649.457547,102.318900
4270,19344.523438,555.200000,622751.776447,-954.739415
4271,19344.523438,565.200000,621797.037032,-3517.143642
4272,19344.523438,575.200000,618279.893391,-8020.982179
4273,19344.523438,585.200000,610258.911211,-717.095989
4274,19344.523438,595.200000,609541.815222,2248.086153
4275,19344.523438,595.200000,611789.901375,0.000000
4276,19344.523438,585.200000,611789.901375,0.000000
4277,19344.523438,575.200000,611789.901375,1049.435976
4278,19344.523438,575.200000,612839.337351,0.000000
4279,19344.523438,565.200000,612839.337351,0.000000
4280,19344.523438,555.200000,612839.337351,3367.408664
4281,19344.523438,555.200000,616206.746015,8703.757816
4282,19344.523438,555.200000,624910.503832,259.028483
4283,19344.523438,555.200000,625169.532314,0.000000
4285,19344.523438,545.200000,625169.532314,91.155583
4286,19344.523438,545.200000,625260.687897,-16333.499023
4287,19344.523438,555.200000,608927.188874,0.000000
4288,19344.523438,545.200000,608927.188874,-105.471331
4289,19344.523438,555.200000,608821.717543,-413.228761
4290,19344.523438,565.200000,608408.488782,-1187.183522
4291,19344.523438,575.200000,607221.305261,0.000000
4292,19344.523438,565.200000,607221.305261,0.000000
4293,19344.523438,555.200000,607221.305261,3507.208489
4294,19344.523438,555.200000,610728.513750,1047.071033
4295,19344.523438,555.200000,611775.584783,4299.789594
4296,19344.523438,555.200000,616075.374377,1779.496290
4298,19344.523438,555.200000,617854.870668,2052.988841
4299,19344.523438,555.200000,619907.859509,0.000000
4300,19344.523438,545.200000,619907.859509,-2216.333026
4301,19344.523438,555.200000,617691.526483,0.000000
4302,19344.523438,545.200000,617691.526483,-4273.131701
4303,19344.523438,555.200000,613418.394782,0.000000
4304,19344.523438,545.200000,613418.394782,3389.203664
4305,19344.523438,545.200000,616807.598445,-4605.097223
4306,19344.523438,555.200000,612202.501222,0.000000
4308,19344.523438,545.200000,612202.501222,-672.050427
4309,19344.523438,555.200000,611530.450795,4846.452212
4310,19344.523438,555.200000,616376.903008,-1150.624358
4312,19344.523438,565.200000,615226.278650,5252.722357
4315,19344.523438,565.200000,620479.001007,0.000000
4317,19344.523438,555.200000,620479.001007,0.000000
4318,19344.523438,545.200000,620479.001007,4854.541672
4319,19344.523438,545.200000,625333.542679,0.000000
4320,19344.523438,535.200000,625333.542679,769.093440
4321,19344.523438,535.200000,626102.636120,1060.533475
4323,19344.523438,535.200000,627163.169595,-3948.332766
4324,19344.523438,545.200000,623214.836828,0.000000
4325,19344.523438,535.200000,623214.836828,-1881.220448
4326,19344.523438,545.200000,621333.616380,0.000000
4327,19344.523438,535.200000,621333.616380,0.000000
4328,19344.523438,525.200000,621333.616380,1322.282111
4329,19344.523438,525.200000,622655.898491,0.000000
4330,19344.523438,515.200000,622655.898491,-1350.666358
4331,19344.523438,525.200000,621305.232133,0.000000
4333,19344.523438,515.200000,621305.232133,-2403.995219
4334,19344.523438,525.200000,618901.236914,0.000000
4335,19344.523438,515.200000,618901.236914,1553.986968
4336,19344.523438,515.200000,620455.223882,-26824.927835
4337,19344.523438,525.200000,593630.296047,563.630844
4338,19344.523438,525.200000,594193.926890,-4835.765179
4339,19344.523438,535.200000,589358.161712,1755.499482
4340,19344.523438,535.200000,591113.661194,5429.894610
4341,19344.523438,535.200000,596543.555804,-3850.587591
4342,19344.523438,545.200000,592692.968213,0.000000
4343,19344.523438,535.200000,592692.968213,-79.857798
4344,19344.523438,545.200000,592613.110415,-208.581494
4345,19344.523438,555.200000,592404.528922,-503.508618
4346,19344.523438,565.200000,591901.020304,974.901843
4347,19344.523438,565.200000,592875.922146,-3942.227101
4348,19344.523438,575.200000,588933.695046,0.000000
4349,19344.523438,565.200000,588933.695046,142.488286
4350,19344.523438,565.200000,589076.183332,8812.918283
4351,19344.523438,565.200000,597889.101615,0.000000
4352,19344.523438,555.200000,597889.101615,9058.333828
4354,19344.523438,555.200000,606947.435443,264.354786
4355,19344.523438,555.200000,607211.790229,-616.187535
4356,19344.523438,565.200000,606595.602694,-1761.414535
4357,19344.523438,575.200000,604834.188159,-667.249090
4358,19344.523438,585.200000,604166.939068,-3731.080748
4359,19344.523438,595.200000,600435.858320,0.000000
4360,19344.523438,585.200000,600435.858320,151.310108
4361,19344.523438,585.200000,600587.168428,1913.083774
4362,19344.523438,585.200000,602500.252202,0.000000
4363,19344.523438,575.200000,602500.252202,0.000000
4364,19344.523438,565.200000,602500.252202,-11313.131982
4365,19344.523438,575.200000,591187.120220,3336.390941
4366,19344.523438,575.200000,594523.511161,8147.159215
4367,19344.523438,575.200000,602670.670376,0.000000
4368,19344.523438,565.200000,602670.670376,1240.329080
4369,19344.523438,565.200000,603910.999455,0.000000
4370,19344.523438,555.200000,603910.999455,-1185.394295
4371,19344.523438,565.200000,602725.605161,10868.391642
4372,19344.523438,565.200000,613593.996802,-372.399943
4373,19344.523438,575.200000,613221.596860,-2126.876215
4374,19344.523438,585.200000,611094.720645,-1509.854397
4375,19344.523438,595.200000,609584.866248,2746.702488
4376,19344.523438,595.200000,612331.568736,0.000000
4378,19344.523438,585.200000,612331.568736,0.000000
4379,19344.523438,585.200000,612331.568736,-6166.610953
4380,19344.523438,595.200000,606164.957783,-8264.617589
4381,19344.523438,605.200000,597900.340195,4755.148148
4382,19344.523438,605.200000,602655.488342,-3127.155098
4383,19344.523438,615.200000,599528.333245,1357.113273
4384,19344.523438,615.200000,600885.446517,553.565914
4385,19344.523438,615.200000,601439.012431,0.000000
4386,19344.523438,605.200000,601439.012431,0.000000
4387,19344.523438,595.200000,601439.012431,-3596.478378
4388,19344.523438,605.200000,597842.534054,193.415322
4389,19344.523438,605.200000,598035.949375,1526.933450
4390,19344.523438,605.200000,599562.882825,-1720.045968
4391,19344.523438,615.200000,597842.836858,-1265.285977
4393,19344.523438,625.200000,596577.550881,-83.762434
4394,19344.523438,635.200000,596493.788447,745.606028
4396,19344.523438,635.200000,597239.394475,1060.465003
4397,19344.523438,635.200000,598299.859478,1085.368926
4398,19344.523438,635.200000,599385.228404,4140.894112
4399,19344.523438,635.200000,603526.122516,0.000000
4400,19344.523438,625.200000,603526.122516,0.000000
4401,19344.523438,615.200000,603526.122516,-204.681892
4402,19344.523438,625.200000,603321.440625,-425.933334
4403,19344.523438,635.200000,602895.507291,2278.443334
4404,19344.523438,635.200000,605173.950625,-2647.057597
4405,19344.523438,645.200000,602526.893028,83.762434
4406,19344.523438,645.200000,602610.655462,0.000000
4407,19344.523438,635.200000,602610.655462,-831.478682
4408,19344.523438,645.200000,601779.176781,-369.679281
4409,19344.523438,655.200000,601409.497500,-3444.253213
4410,19344.523438,665.200000,597965.244287,0.000000
4412,19344.523438,655.200000,597965.244287,0.000000
4413,19344.523438,645.200000,597965.244287,0.000000
4414,19344.523438,635.200000,597965.244287,2686.114226
4415,19344.523438,635.200000,600651.358513,-8683.408995
4416,19344.523438,645.200000,591967.949517,-1968.128378
4417,19344.523438,655.200000,589999.821139,1747.610956
4418,19344.523438,655.200000,591747.432095,4025.712616
4419,19344.523438,655.200000,595773.144711,0.000000
4421,19344.523438,645.200000,595773.144711,0.000000
4422,19344.523438,635.200000,595773.144711,1965.687073
4423,19344.523438,635.200000,597738.831784,0.000000
4424,19344.523438,625.200000,597738.831784,0.000000
4425,19344.523438,615.200000,597738.831784,0.000000
4426,19344.523438,605.200000,597738.831784,0.000000
4427,19344.523438,595.200000,597738.831784,0.000000
4428,19344.523438,585.200000,597738.831784,3452.013870
4429,19344.523438,585.200000,601190.845654,1101.092418
4430,19344.523438,585.200000,602291.938073,-697.245342
4432,19344.523438,595.200000,601594.692731,697.245342
4433,19344.523438,595.200000,602291.938073,0.000000
4434,19344.523438,585.200000,602291.938073,-1809.197374
4435,19344.523438,595.200000,600482.740699,-2807.792423
4436,19344.523438,605.200000,597674.948276,-3503.150778
4437,19344.523438,615.200000,594171.797497,0.000000
4438,19344.523438,605.200000,594171.797497,-5183.596840
4439,19344.523438,615.200000,588988.200657,60.964330
4440,19344.523438,615.200000,589049.164987,-3248.471079
4441,19344.523438,625.200000,585800.693907,-283.155169
4443,19344.523438,635.200000,585517.538739,0.000000
4444,19344.523438,625.200000,585517.538739,2447.015402
4445,19344.523438,625.200000,587964.554141,19558.069317
4446,19344.523438,625.200000,607522.623458,2497.100561
4447,19344.523438,625.200000,610019.724019,6275.521976
4448,19344.523438,625.200000,616295.245995,-1370.101007
4449,19344.523438,635.200000,614925.144987,0.000000
4450,19344.523438,625.200000,614925.144987,-200.522676
4451,19344.523438,635.200000,614724.622312,24.374296
4453,19344.523438,635.200000,614748.996607,0.000000
4455,19344.523438,625.200000,614748.996607,1229.383331
4456,19344.523438,625.200000,615978.379938,-6204.136181
4457,19344.523438,635.200000,609774.243757,-2520.474782
4458,19344.523438,645.200000,607253.768974,-125.094350
4459,19344.523438,655.200000,607128.674624,0.000000
4460,19344.523438,645.200000,607128.674624,-823.452908
4465,19344.523438,655.200000,606305.221716,1615.903616
4466,19344.523438,655.200000,607921.125332,-4247.503862
4467,19344.523438,665.200000,603673.621471,-5135.128394
4468,19344.523438,675.200000,598538.493076,0.000000
4470,19344.523438,665.200000,598538.493076,1104.681672
4472,19344.523438,665.200000,599643.174748,5512.212938
4473,19344.523438,665.200000,605155.387686,19.272129
4474,19344.523438,665.200000,605174.659816,824.959593
4475,19344.523438,665.200000,605999.619409,385.632995
4476,19344.523438,665.200000,606385.252404,0.000000
4477,19344.523438,655.200000,606385.252404,659.362644
4478,19344.523438,655.200000,607044.615048,3491.483872
4479,19344.523438,655.200000,610536.098920,0.000000
4480,19344.523438,645.200000,610536.098920,-1774.113631
4481,19344.523438,655.200000,608761.985289,0.000000
4482,19344.523438,645.200000,608761.985289,-3137.280792
4483,19344.523438,655.200000,605624.704497,-741.895650
4484,19344.523438,665.200000,604882.808847,1187.494108
4486,19344.523438,665.200000,606070.302954,0.000000
4487,19344.523438,655.200000,606070.302954,0.000000
4488,19344.523438,645.200000,606070.302954,-2431.237622
4489,19344.523438,655.200000,603639.065333,0.000000
4490,19344.523438,645.200000,603639.065333,0.000000
4491,19344.523438,635.200000,603639.065333,-2195.752334
4492,19344.523438,645.200000,601443.312999,1774.113631
4493,19344.523438,645.200000,603217.426630,0.000000
4494,18377.297266,470.250000,603217.426630,0.000000
4495,18377.297266,460.250000,603217.426630,491.621265
4496,18377.297266,460.250000,603709.047895,0.000000
4497,18377.297266,450.250000,603709.047895,0.000000
4498,18377.297266,440.250000,603709.047895,0.000000
4499,18377.297266,430.250000,603709.047895,-23.444119
4500,18377.297266,440.250000,603685.603776,42361.600108
4501,18377.297266,440.250000,646047.203884,1629.768947
4502,18377.297266,440.250000,647676.972831,31279.875556
4503,18377.297266,440.250000,678956.848388,6888.841049
4504,18377.297266,440.250000,685845.689436,0.000000
4505,18377.297266,430.250000,685845.689436,2467.412018
4506,18377.297266,430.250000,688313.101454,0.000000
4507,18377.297266,420.250000,688313.101454,5339.547734
4508,18377.297266,420.250000,693652.649189,-14978.342417
4510,18377.297266,430.250000,678674.306772,6457.199664
4511,18377.297266,430.250000,685131.506436,0.000000
4513,18377.297266,420.250000,685131.506436,0.000000
4514,18377.297266,410.250000,685131.506436,0.000000
4515,18377.297266,400.250000,685131.506436,-3395.900578
4516,18377.297266,410.250000,681735.605858,5310.946703
4517,18377.297266,410.250000,687046.552561,0.000000
4518,18377.297266,400.250000,687046.552561,3495.089979
4520,18377.297266,400.250000,690541.642540,4106.168370
4521,18377.297266,400.250000,694647.810910,-39.052510
4522,18377.297266,410.250000,694608.758399,-4035.782281
4523,18377.297266,420.250000,690572.976118,0.000000
4524,18377.297266,410.250000,690572.976118,5374.253276
4525,18377.297266,410.250000,695947.229394,-3877.968290
4526,18377.297266,420.250000,692069.261105,-225.136171
4527,18377.297266,430.250000,691844.124934,4946.210723
4528,18377.297266,430.250000,696790.335656,-1210.480850
4529,18377.297266,440.250000,695579.854806,2589.062929
4530,18377.297266,440.250000,698168.917735,3872.222204
4531,18377.297266,440.250000,702041.139939,0.000000
4532,18377.297266,430.250000,702041.139939,-65.689342
4533,18377.297266,440.250000,701975.450597,0.000000
4534,18377.297266,430.250000,701975.450597,3697.444462
4535,18377.297266,430.250000,705672.895058,-3081.601267
4536,18377.297266,440.250000,702591.293791,-1855.342272
4537,18377.297266,450.250000,700735.951519,0.000000
4538,18377.297266,440.250000,700735.951519,-22.398811
4539,18377.297266,450.250000,700713.552708,2417.544670
4541,18377.297266,450.250000,703131.097378,-2495.316353
4542,18377.297266,460.250000,700635.781024,-7779.631186
4544,18377.297266,470.250000,692856.149838,1072.170138
4545,18377.297266,470.250000,693928.319976,0.000000
4546,18377.297266,460.250000,693928.319976,168.396331
4547,18377.297266,460.250000,694096.716307,0.000000
4548,18377.297266,450.250000,694096.716307,-75.394937
4549,18377.297266,460.250000,694021.321370,1596.896132
4550,18377.297266,460.250000,695618.217502,0.000000
4552,18377.297266,450.250000,695618.217502,0.000000
4553,18377.297266,440.250000,695618.217502,-28632.057938
4554,18377.297266,450.250000,666986.159564,514.986335
4555,18377.297266,450.250000,667501.145900,-1071.184894
4556,18377.297266,460.250000,666429.961006,0.000000
4557,18377.297266,450.250000,666429.961006,0.000000
4558,18377.297266,440.250000,666429.961006,5798.291838
4559,18377.297266,440.250000,672228.252844,0.000000
4560,18377.297266,430.250000,672228.252844,0.000000
4561,18377.297266,420.250000,672228.252844,72.291637
4562,18377.297266,420.250000,672300.544481,-28371.374068
4563,18377.297266,430.250000,643929.170413,0.000000
4564,18377.297266,420.250000,643929.170413,0.000000
4565,18377.297266,410.250000,643929.170413,803.776359
4566,18377.297266,410.250000,644732.946772,27876.449598
4567,18377.297266,410.250000,672609.396370,0.000000
